,gender,found_job,age,class
41682,male,0,46,C
41683,male,0,45,C
41684,male,0,55,A
41685,male,0,44,C
41686,male,0,57,C
41687,female,0,53,B
41688,male,0,52,C
41689,male,0,51,B
41690,male,0,71,A
41691,female,0,48,C
41692,female,0,34,C
41693,male,1,45,B
41694,male,0,60,A
41695,male,0,62,C
41696,female,0,62,C
41697,male,0,57,C
41698,female,0,66,A
41699,male,0,50,C
41700,female,0,60,B
41701,male,0,57,C
41702,female,0,53,B
41703,female,0,36,C
41704,male,0,62,C
41705,male,0,51,A
41706,male,0,47,C
41707,female,0,45,C
41708,male,0,43,B
41709,male,0,58,A
41710,male,0,66,C
41711,male,0,61,B
41712,male,0,57,C
41713,female,0,47,A
41714,male,0,53,B
41715,male,0,61,B
41716,male,0,79,C
41717,male,0,66,B
41718,male,0,55,B
41719,male,0,53,B
41720,male,0,52,C
41721,male,0,64,C
41722,male,0,61,C
41723,male,0,59,B
41724,male,0,69,A
41725,male,0,36,B
41726,male,0,68,C
41727,female,0,50,C
41728,female,1,40,B
41729,male,0,59,B
41730,female,0,55,B
41731,male,0,69,C
41732,female,0,57,C
41733,female,0,50,C
41734,male,0,45,B
41735,male,0,47,B
41736,male,1,36,C
41737,male,0,46,C
41738,male,0,50,C
41739,male,0,61,C
41740,male,0,55,B
41741,female,0,54,A
41742,male,0,66,B
41743,male,0,70,A
41744,male,0,63,C
41745,female,0,65,B
41746,male,0,41,C
41747,female,0,62,C
41748,male,0,58,B
41749,male,0,55,A
41750,male,0,58,B
41751,female,0,45,A
41752,male,0,53,B
41753,male,0,46,C
41754,male,0,58,C
41755,female,0,55,C
41756,male,0,52,C
41757,male,0,68,C
41758,female,0,28,B
41759,male,0,40,B
41760,male,0,33,B
41761,male,0,51,C
41762,female,0,66,A
41763,male,0,56,B
41764,female,0,36,C
41765,female,0,64,C
41766,male,0,63,B
41767,male,0,47,C
41768,male,0,53,B
41769,male,0,53,B
41770,male,1,43,B
41771,male,0,56,C
41772,male,1,39,B
41773,male,0,64,B
41774,female,0,68,A
41775,female,0,61,C
41776,male,0,47,B
41777,male,0,53,C
41778,male,0,66,B
41779,male,0,46,B
41780,male,1,49,B
41781,male,0,54,C
41782,male,0,74,C
41783,female,0,53,A
41784,male,0,55,A
41785,female,0,46,C
41786,male,0,48,B
41787,male,0,56,A
41788,male,1,36,A
41789,male,0,58,B
41790,male,0,75,A
41791,male,1,50,C
41792,male,0,66,C
41793,male,0,43,B
41794,male,0,37,C
41795,male,0,65,C
41796,male,0,64,B
41797,male,0,63,C
41798,male,0,69,C
41799,male,0,45,A
41800,female,0,61,B
41801,male,0,62,C
41802,male,0,53,C
41803,male,0,53,A
41804,male,0,53,B
41805,male,0,52,C
41806,male,0,60,C
41807,male,0,58,B
41808,female,0,52,B
41809,female,0,54,C
41810,female,0,51,C
41811,male,0,44,C
41812,male,0,65,B
41813,male,1,39,A
41814,female,0,48,C
41815,male,0,71,B
41816,male,0,52,A
41817,male,0,48,B
41818,male,0,72,B
41819,male,0,50,C
41820,male,0,44,B
41821,male,0,43,A
41822,male,1,49,B
41823,female,0,39,C
41824,male,1,45,A
41825,female,0,60,C
41826,male,0,50,C
41827,male,0,56,C
41828,male,0,51,C
41829,male,0,34,C
41830,female,0,54,C
41831,female,0,40,B
41832,female,0,58,C
41833,female,0,36,A
41834,female,0,53,C
41835,male,0,60,C
41836,female,0,58,C
41837,female,0,56,A
41838,male,0,42,B
41839,female,0,72,C
41840,male,0,61,B
41841,male,0,67,C
41842,male,1,39,B
41843,male,0,68,C
41844,female,0,51,C
41845,male,0,67,A
41846,male,0,38,B
41847,male,0,53,C
41848,male,1,40,C
41849,male,0,44,A
41850,female,0,60,B
41851,male,0,63,C
41852,female,0,45,C
41853,male,0,56,C
41854,female,0,70,A
41855,male,0,71,A
41856,male,0,45,C
41857,male,0,61,C
41858,male,0,49,C
41859,male,0,55,C
41860,female,0,56,A
41861,female,0,44,C
41862,male,0,45,C
41863,male,0,59,C
41864,male,0,30,B
41865,male,0,67,B
41866,male,0,59,C
41867,male,0,59,C
41868,male,1,41,C
41869,male,0,58,C
41870,female,0,62,B
41871,male,0,59,B
41872,male,0,55,C
41873,male,0,69,B
41874,male,0,58,C
41875,female,0,68,A
41876,male,0,62,C
41877,female,0,42,C
41878,female,0,66,B
41879,male,0,58,B
41880,male,0,63,C
41881,male,0,58,B
41882,male,0,59,B
41883,female,0,66,B
41884,male,0,67,C
41885,male,0,49,A
41886,male,0,37,C
41887,male,1,54,B
41888,female,0,45,A
41889,male,0,59,B
41890,male,0,56,A
41891,female,0,69,B
41892,male,0,49,C
41893,male,0,60,A
41894,female,0,60,C
41895,female,0,58,A
41896,male,0,73,C
41897,female,0,69,A
41898,male,0,38,A
41899,male,0,31,C
41900,male,0,73,C
41901,male,0,48,C
41902,male,0,57,A
41903,female,0,75,C
41904,male,0,54,A
41905,female,0,52,A
41906,male,0,39,C
41907,male,0,68,A
41908,male,0,50,A
41909,male,0,53,C
41910,female,0,40,C
41911,female,0,62,B
41912,male,0,54,B
41913,male,0,72,B
41914,female,0,54,C
41915,male,0,53,C
41916,male,0,45,B
41917,female,0,57,C
41918,male,1,48,A
41919,male,0,52,C
41920,female,0,56,A
41921,male,0,49,C
41922,male,0,51,C
41923,male,0,73,B
41924,male,0,57,C
41925,male,0,57,C
41926,male,0,68,C
41927,male,0,50,C
41928,male,0,45,C
41929,male,1,46,B
41930,male,0,48,B
41931,male,0,73,A
41932,male,0,38,B
41933,female,0,52,B
41934,male,1,41,C
41935,male,0,57,B
41936,female,0,37,A
41937,male,0,46,C
41938,male,0,32,A
41939,male,0,50,C
41940,male,1,49,A
41941,male,0,62,C
41942,male,0,65,C
41943,female,0,36,A
41944,female,0,52,C
41945,male,0,62,A
41946,male,0,72,B
41947,male,0,62,B
41948,male,0,59,A
41949,male,0,45,C
41950,female,0,52,A
41951,female,0,63,B
41952,female,0,37,C
41953,male,0,53,C
41954,female,0,51,C
41955,female,0,67,C
41956,male,0,61,C
41957,female,0,53,B
41958,female,0,66,C
41959,male,0,49,C
41960,male,0,66,A
41961,male,0,70,C
41962,female,0,48,C
41963,female,0,57,B
41964,female,0,43,B
41965,male,0,53,C
41966,male,0,58,C
41967,male,0,45,A
41968,male,0,72,C
41969,female,0,45,C
41970,male,0,42,A
41971,male,0,53,A
41972,female,0,64,A
41973,female,0,53,C
41974,female,0,59,C
41975,female,0,62,C
41976,male,0,52,C
41977,male,0,71,C
41978,male,0,60,C
41979,male,0,57,C
41980,female,0,49,C
41981,female,0,68,A
41982,male,0,57,C
41983,male,0,55,C
41984,male,0,59,C
41985,male,1,44,A
41986,female,0,62,A
41987,female,0,69,A
41988,female,0,77,C
41989,male,0,49,C
41990,female,0,56,C
41991,male,0,45,B
41992,male,0,47,A
41993,female,0,52,B
41994,male,0,57,C
41995,female,0,54,C
41996,male,0,43,C
41997,female,0,63,C
41998,female,0,61,C
41999,female,0,69,B
42000,female,0,60,C
42001,female,0,45,B
42002,female,0,53,B
42003,female,0,50,C
42004,male,0,46,C
42005,male,0,71,C
42006,male,1,44,B
42007,male,0,50,B
42008,male,0,63,C
42009,female,0,54,A
42010,female,0,48,C
42011,male,0,59,B
42012,male,0,60,B
42013,male,0,51,C
42014,male,0,43,C
42015,male,0,49,C
42016,female,1,48,B
42017,male,0,64,C
42018,male,0,66,C
42019,male,0,47,C
42020,male,1,39,B
42021,male,0,40,A
42022,female,0,65,A
42023,male,0,56,B
42024,male,0,62,C
42025,female,0,45,B
42026,female,0,33,A
42027,male,0,62,B
42028,male,0,43,A
42029,male,0,64,B
42030,male,0,48,C
42031,male,0,36,B
42032,male,0,44,C
42033,male,0,55,C
42034,male,0,48,A
42035,male,0,62,A
42036,male,1,43,B
42037,male,0,58,B
42038,male,0,43,C
42039,male,0,69,A
42040,male,1,33,B
42041,female,0,53,A
42042,female,0,70,B
42043,female,0,42,C
42044,male,0,59,C
42045,female,0,55,C
42046,female,0,54,A
42047,female,0,58,C
42048,male,1,54,B
42049,female,0,64,C
42050,male,0,54,B
42051,male,0,45,C
42052,male,0,70,B
42053,female,0,53,B
42054,female,0,45,B
42055,male,0,69,C
42056,male,0,84,C
42057,female,0,65,B
42058,female,0,66,B
42059,female,0,52,C
42060,male,0,57,B
42061,female,1,51,B
42062,female,0,37,C
42063,male,0,51,C
42064,male,0,57,C
42065,male,0,43,B
42066,male,1,38,B
42067,female,0,39,C
42068,female,0,50,A
42069,male,0,62,C
42070,male,0,54,C
42071,male,0,55,B
42072,male,0,62,C
42073,male,0,71,C
42074,male,0,52,C
42075,male,0,57,B
42076,male,0,52,C
42077,male,1,42,C
42078,female,0,64,A
42079,male,0,67,C
42080,male,0,54,B
42081,female,0,52,B
42082,male,0,62,B
42083,male,0,50,C
42084,male,0,46,C
42085,male,0,35,C
42086,male,0,48,B
42087,female,0,55,B
42088,female,0,48,A
42089,female,0,56,A
42090,male,0,54,A
42091,female,0,47,C
42092,female,0,63,C
42093,male,0,45,B
42094,male,0,50,C
42095,female,0,55,C
42096,female,0,54,A
42097,female,0,64,C
42098,female,0,52,C
42099,male,0,60,C
42100,male,1,47,C
42101,female,0,40,B
42102,male,0,46,C
42103,female,0,75,B
42104,male,0,50,B
42105,male,0,55,C
42106,male,0,66,B
42107,male,0,48,B
42108,male,0,49,C
42109,male,0,47,A
42110,male,0,71,B
42111,female,0,45,B
42112,male,1,44,B
42113,male,0,62,C
42114,male,1,56,A
42115,male,1,40,A
42116,male,1,31,A
42117,male,0,39,B
42118,male,0,42,B
42119,female,0,64,B
42120,female,0,49,C
42121,male,0,47,B
42122,male,0,72,C
42123,male,0,58,C
42124,male,0,52,C
42125,male,1,42,B
42126,male,0,62,B
42127,male,0,44,B
42128,male,0,34,A
42129,male,0,52,C
42130,male,0,57,C
42131,male,1,26,A
42132,male,0,50,C
42133,female,0,65,A
42134,female,0,91,B
42135,female,0,61,A
42136,male,0,65,B
42137,male,0,52,B
42138,male,0,77,A
42139,male,0,48,A
42140,female,0,45,C
42141,male,0,56,C
42142,male,0,57,B
42143,male,0,60,C
42144,male,0,72,A
42145,female,0,64,B
42146,female,0,42,C
42147,male,0,67,C
42148,male,0,59,C
42149,male,0,73,C
42150,male,0,47,B
42151,male,0,60,A
42152,female,0,48,C
42153,female,0,56,B
42154,female,0,51,C
42155,male,0,53,A
42156,female,0,76,C
42157,male,0,42,C
42158,male,0,59,C
42159,male,0,48,C
42160,male,1,49,C
42161,female,0,56,C
42162,male,0,42,B
42163,female,0,37,A
42164,male,0,49,C
42165,female,0,44,C
42166,male,0,54,C
42167,female,0,49,B
42168,male,1,62,A
42169,male,0,47,A
42170,male,0,65,C
42171,male,0,40,C
42172,male,0,57,C
42173,female,0,47,A
42174,male,0,50,C
42175,male,0,56,B
42176,male,0,49,A
42177,male,0,50,C
42178,male,1,50,A
42179,male,0,55,C
42180,male,0,51,A
42181,male,0,55,A
42182,male,0,52,C
42183,female,0,44,B
42184,male,0,63,C
42185,male,0,65,B
42186,male,0,53,C
42187,female,0,70,C
42188,male,0,63,A
42189,male,0,35,A
42190,female,0,46,C
42191,male,0,66,B
42192,male,0,51,A
42193,male,0,48,C
42194,male,0,53,C
42195,female,1,45,B
42196,female,0,69,C
42197,female,0,66,B
42198,male,0,50,A
42199,male,0,53,C
42200,male,0,31,C
42201,female,0,63,B
42202,female,0,51,B
42203,male,0,58,B
42204,female,0,41,C
42205,male,0,46,B
42206,female,1,49,B
42207,female,0,58,A
42208,female,0,53,B
42209,male,0,57,A
42210,female,0,49,C
42211,male,0,62,A
42212,male,0,65,A
42213,female,0,54,C
42214,male,0,47,C
42215,female,0,61,C
42216,female,0,67,B
42217,female,0,66,B
42218,male,0,50,B
42219,male,0,47,A
42220,male,0,71,B
42221,female,0,61,A
42222,male,0,51,C
42223,female,0,78,B
42224,male,0,58,B
42225,male,0,65,C
42226,female,0,65,B
42227,male,0,46,B
42228,female,0,76,C
42229,male,0,37,A
42230,male,0,43,C
42231,female,0,42,C
42232,male,0,70,C
42233,male,0,44,C
42234,male,0,51,B
42235,male,0,67,C
42236,male,0,56,A
42237,male,0,59,A
42238,male,0,62,A
42239,male,0,43,C
42240,male,0,47,A
42241,male,0,53,B
42242,male,0,53,A
42243,male,0,49,C
42244,male,0,52,C
42245,male,0,36,B
42246,male,0,51,A
42247,male,0,61,C
42248,male,0,56,C
42249,male,0,60,C
42250,female,0,62,A
42251,female,1,38,B
42252,male,0,36,A
42253,male,0,45,C
42254,male,0,75,B
42255,male,0,62,B
42256,female,0,62,C
42257,male,0,62,A
42258,male,0,58,C
42259,female,0,44,C
42260,male,0,58,B
42261,male,0,67,C
42262,male,0,67,C
42263,male,0,57,A
42264,male,0,56,C
42265,female,0,53,B
42266,male,0,46,B
42267,female,0,59,C
42268,female,0,66,B
42269,male,1,52,B
42270,male,0,38,C
42271,male,0,58,C
42272,male,0,53,A
42273,male,0,62,B
42274,male,0,59,B
42275,male,0,58,A
42276,female,0,68,B
42277,male,0,67,C
42278,male,0,45,B
42279,male,0,55,C
42280,female,0,43,C
42281,male,0,50,C
42282,female,0,52,C
42283,male,0,56,C
42284,female,0,76,A
42285,female,0,48,B
42286,female,0,54,B
42287,male,0,50,C
42288,male,0,51,B
42289,female,0,59,A
42290,male,0,38,C
42291,male,0,48,C
42292,female,0,58,C
42293,male,0,56,A
42294,male,0,62,A
42295,male,0,63,C
42296,male,0,37,A
42297,male,0,63,C
42298,female,0,56,B
42299,male,1,47,A
42300,male,0,40,B
42301,male,0,57,C
42302,male,0,50,A
42303,female,0,41,A
42304,female,0,62,B
42305,male,0,65,C
42306,male,0,62,A
42307,male,0,43,C
42308,male,0,50,B
42309,female,0,36,C
42310,female,0,46,A
42311,male,0,71,C
42312,female,0,61,A
42313,female,0,55,C
42314,female,0,46,C
42315,male,0,64,C
42316,female,0,37,B
42317,female,0,44,C
42318,male,0,58,C
42319,male,1,61,C
42320,male,0,47,A
42321,female,0,39,A
42322,male,0,52,B
42323,female,0,39,A
42324,female,0,60,B
42325,female,1,57,B
42326,female,0,55,B
42327,male,0,49,C
42328,male,0,67,A
42329,female,0,46,C
42330,male,0,48,B
42331,female,0,44,C
42332,male,0,46,B
42333,male,0,46,A
42334,male,0,50,C
42335,male,0,57,C
42336,female,0,69,B
42337,female,0,64,C
42338,male,0,47,C
42339,male,0,56,C
42340,male,0,63,B
42341,male,0,57,A
42342,female,0,50,C
42343,male,0,46,B
42344,female,0,62,A
42345,male,0,35,C
42346,male,0,50,C
42347,male,0,72,C
42348,male,0,40,C
42349,male,0,59,A
42350,male,0,47,C
42351,male,0,51,B
42352,male,0,67,A
42353,male,0,61,C
42354,male,1,37,A
42355,female,0,45,C
42356,male,0,52,A
42357,female,0,59,B
42358,male,0,42,A
42359,female,0,48,C
42360,male,0,68,C
42361,male,0,59,B
42362,male,0,55,C
42363,female,0,56,C
42364,male,0,53,A
42365,male,0,57,C
42366,female,0,41,B
42367,male,0,53,C
42368,male,0,71,A
42369,male,0,50,B
42370,male,0,49,B
42371,male,0,57,A
42372,male,0,47,C
42373,male,0,68,C
42374,female,0,56,C
42375,male,0,69,C
42376,female,0,59,A
42377,female,0,50,B
42378,male,0,59,A
42379,male,0,61,C
42380,female,0,49,C
42381,male,0,55,A
42382,male,0,55,C
42383,male,0,52,B
42384,female,0,66,B
42385,male,0,61,C
42386,male,1,57,C
42387,female,0,49,A
42388,male,0,61,B
42389,male,0,55,B
42390,male,0,56,A
42391,male,0,61,C
42392,female,0,60,C
42393,male,0,60,A
42394,female,0,52,A
42395,male,0,47,B
42396,female,0,52,C
42397,male,0,54,C
42398,male,0,60,C
42399,male,0,64,A
42400,male,0,61,C
42401,female,0,47,C
42402,female,0,71,B
42403,male,0,52,B
42404,male,0,66,C
42405,female,1,47,B
42406,male,0,41,B
42407,female,0,65,C
42408,female,0,63,C
42409,female,1,48,C
42410,male,0,50,B
42411,female,0,67,A
42412,female,0,61,A
42413,female,0,55,A
42414,male,0,50,C
42415,male,0,69,C
42416,male,0,40,B
42417,female,0,59,C
42418,male,0,57,C
42419,female,0,53,C
42420,female,0,66,C
42421,male,0,65,B
42422,male,1,51,C
42423,female,0,65,C
42424,male,0,49,B
42425,male,0,60,C
42426,female,0,47,C
42427,male,0,58,B
42428,male,0,43,C
42429,male,0,67,C
42430,male,1,53,A
42431,male,0,55,C
42432,male,0,73,C
42433,male,0,59,B
42434,female,0,61,B
42435,male,0,47,A
42436,male,0,63,B
42437,female,0,84,C
42438,male,0,52,C
42439,male,0,57,C
42440,male,0,55,C
42441,male,0,66,C
42442,male,0,55,C
42443,male,0,67,C
42444,male,1,41,B
42445,female,0,55,B
42446,female,0,55,C
42447,female,0,58,C
42448,male,0,46,C
42449,female,0,78,B
42450,male,0,36,B
42451,male,0,72,A
42452,male,0,55,C
42453,male,0,48,C
42454,male,0,63,A
42455,male,0,61,A
42456,male,0,47,A
42457,male,1,43,C
42458,male,0,63,C
42459,female,0,64,B
42460,male,0,53,C
42461,male,0,61,B
42462,female,0,54,B
42463,male,0,52,B
42464,male,0,64,C
42465,female,0,64,B
42466,male,0,58,C
42467,male,0,33,C
42468,female,0,44,B
42469,male,0,49,B
42470,male,0,54,A
42471,female,0,60,C
42472,male,1,41,B
42473,male,0,46,C
42474,male,0,50,B
42475,male,0,53,B
42476,male,0,57,C
42477,male,0,70,C
42478,female,0,52,C
42479,female,0,62,B
42480,female,0,56,C
42481,male,0,55,C
42482,male,0,50,B
42483,male,1,39,A
42484,female,0,51,C
42485,female,0,61,C
42486,female,1,47,C
42487,female,0,62,A
42488,female,0,60,A
42489,male,0,72,A
42490,male,0,49,B
42491,male,0,67,C
42492,male,0,46,C
42493,male,0,60,C
42494,male,0,65,A
42495,male,0,34,C
42496,female,0,46,C
42497,male,0,58,A
42498,male,0,56,C
42499,female,0,50,A
42500,female,0,63,B
42501,male,1,48,A
42502,female,0,53,C
42503,female,1,47,A
42504,female,0,52,C
42505,female,0,72,B
42506,male,0,69,B
42507,male,0,62,B
42508,male,0,36,C
42509,male,0,58,C
42510,male,0,50,C
42511,female,0,60,C
42512,male,1,46,A
42513,male,0,67,B
42514,male,1,40,A
42515,male,0,55,B
42516,female,0,64,A
42517,female,0,47,C
42518,female,0,71,A
42519,male,1,49,B
42520,male,0,66,A
42521,male,0,44,B
42522,male,0,36,C
42523,male,0,67,B
42524,male,0,58,A
42525,male,0,52,C
42526,female,0,46,B
42527,female,0,66,C
42528,female,0,48,B
42529,male,0,57,A
42530,male,1,50,A
42531,male,0,49,B
42532,female,0,57,C
42533,male,0,63,C
42534,female,0,50,A
42535,male,0,46,C
42536,male,0,31,C
42537,male,0,67,C
42538,female,0,53,C
42539,female,0,47,B
42540,male,0,57,A
42541,male,0,61,C
42542,male,0,69,B
42543,male,0,50,A
42544,female,0,59,C
42545,male,0,65,B
42546,male,0,44,A
42547,male,0,32,C
42548,male,0,49,B
42549,male,0,48,A
42550,male,0,50,B
42551,male,0,60,B
42552,male,0,55,B
42553,female,0,68,A
42554,male,0,57,B
42555,male,1,56,B
42556,male,0,73,C
42557,female,0,51,C
42558,male,0,56,C
42559,female,0,27,B
42560,female,0,57,B
42561,male,0,61,C
42562,male,0,54,A
42563,male,0,59,B
42564,male,0,54,B
42565,female,0,62,C
42566,male,0,55,C
42567,male,0,54,C
42568,male,0,46,C
42569,female,0,46,B
42570,male,0,40,A
42571,male,0,54,A
42572,male,0,52,A
42573,male,0,48,C
42574,female,0,66,C
42575,male,0,63,A
42576,male,0,43,A
42577,male,0,58,C
42578,male,0,43,C
42579,female,0,72,C
42580,male,0,58,B
42581,male,1,51,A
42582,male,0,63,B
42583,male,0,39,C
42584,male,0,62,A
42585,male,0,48,A
42586,male,0,42,A
42587,male,0,64,C
42588,male,0,23,B
42589,male,0,46,A
42590,male,0,68,C
42591,male,0,60,C
42592,male,0,50,C
42593,male,0,55,C
42594,female,0,58,C
42595,male,0,68,B
42596,female,0,57,C
42597,male,0,59,C
42598,male,0,55,A
42599,male,0,58,C
42600,male,0,42,B
42601,male,0,69,C
42602,female,0,52,A
42603,male,0,42,B
42604,male,0,56,C
42605,male,0,72,C
42606,female,0,59,A
42607,female,0,48,C
42608,male,0,50,A
42609,male,0,66,B
42610,male,0,55,C
42611,female,0,53,C
42612,male,1,39,C
42613,female,0,42,C
42614,male,1,38,C
42615,female,0,50,B
42616,male,0,43,C
42617,female,0,66,A
42618,female,0,71,B
42619,male,0,63,C
42620,female,0,54,C
42621,male,1,40,B
42622,female,0,49,C
42623,female,0,57,C
42624,male,0,50,C
42625,female,0,68,B
42626,male,0,53,C
42627,male,0,41,B
42628,female,0,58,C
42629,male,0,59,B
42630,female,0,45,A
42631,female,0,56,C
42632,male,0,51,A
42633,female,0,66,B
42634,male,1,42,A
42635,male,0,48,A
42636,female,1,44,A
42637,male,0,46,A
42638,female,0,28,B
42639,male,0,62,C
42640,male,0,56,B
42641,female,0,41,B
42642,male,0,47,C
42643,female,0,71,B
42644,male,0,52,C
42645,male,0,62,C
42646,male,0,41,A
42647,female,0,52,A
42648,female,0,67,C
42649,male,0,53,C
42650,female,0,46,B
42651,male,0,35,C
42652,male,0,56,B
42653,male,0,44,A
42654,male,1,51,B
42655,female,0,61,C
42656,male,0,51,C
42657,male,0,51,C
42658,male,1,38,A
42659,male,0,44,B
42660,male,0,60,A
42661,male,0,66,C
42662,male,0,42,C
42663,male,1,48,B
42664,female,0,56,C
42665,female,0,39,C
42666,female,0,32,C
42667,male,0,64,C
42668,male,0,46,B
42669,male,0,80,A
42670,male,0,56,B
42671,female,0,63,C
42672,male,0,40,C
42673,male,0,55,B
42674,male,0,44,A
42675,male,0,52,C
42676,male,0,59,A
42677,female,0,58,B
42678,female,0,58,B
42679,female,0,45,C
42680,male,0,57,C
42681,male,0,52,C
42682,male,0,53,C
42683,male,0,60,B
42684,female,0,53,C
42685,male,0,73,C
42686,male,0,66,A
42687,male,0,63,C
42688,male,0,48,C
42689,female,0,63,B
42690,male,0,61,C
42691,male,0,41,C
42692,male,0,51,C
42693,male,0,46,B
42694,male,0,54,C
42695,female,0,57,B
42696,male,0,43,B
42697,male,0,40,B
42698,male,0,60,C
42699,male,1,38,A
42700,male,1,32,B
42701,male,0,62,C
42702,male,0,57,C
42703,male,0,68,B
42704,male,0,51,C
42705,male,0,41,C
42706,male,0,53,C
42707,female,0,66,B
42708,male,0,54,C
42709,male,0,60,A
42710,male,0,53,C
42711,male,0,53,A
42712,female,0,45,C
42713,male,0,55,B
42714,male,0,47,C
42715,female,0,43,C
42716,male,0,57,C
42717,male,1,57,B
42718,male,0,31,B
42719,male,0,54,C
42720,male,0,53,A
42721,female,0,44,B
42722,male,0,63,C
42723,male,1,56,A
42724,male,0,60,C
42725,male,0,53,A
42726,male,0,64,C
42727,male,0,61,C
42728,female,0,54,C
42729,male,0,68,C
42730,male,0,67,C
42731,male,0,59,A
42732,male,0,72,B
42733,female,0,62,B
42734,male,0,75,C
42735,male,1,41,B
42736,female,0,67,B
42737,female,0,67,C
42738,male,0,38,C
42739,female,0,62,B
42740,female,0,64,C
42741,male,0,41,C
42742,male,0,56,C
42743,male,0,67,A
42744,female,0,48,C
42745,male,0,46,B
42746,male,1,33,C
42747,male,1,40,B
42748,female,0,54,C
42749,female,0,42,C
42750,male,0,43,A
42751,male,0,64,A
42752,female,0,62,C
42753,female,0,40,C
42754,male,0,53,B
42755,male,0,53,A
42756,female,0,50,B
42757,male,0,55,C
42758,male,0,44,B
42759,male,0,62,C
42760,female,0,56,C
42761,male,0,47,B
42762,male,0,20,B
42763,female,1,48,A
42764,male,0,57,A
42765,male,0,65,C
42766,male,0,68,C
42767,female,0,56,B
42768,male,0,59,B
42769,male,0,58,C
42770,male,0,62,C
42771,male,0,58,C
42772,male,0,67,C
42773,female,0,54,C
42774,male,0,54,C
42775,male,1,50,A
42776,male,0,60,B
42777,male,0,69,A
42778,male,0,60,C
42779,female,0,64,A
42780,male,0,42,C
42781,male,0,55,B
42782,male,0,61,B
42783,female,0,53,C
42784,male,0,32,A
42785,female,0,65,B
42786,male,0,57,C
42787,male,0,72,B
42788,male,0,65,C
42789,male,0,57,C
42790,male,0,45,A
42791,male,0,50,C
42792,female,0,72,C
42793,male,1,40,A
42794,female,0,59,C
42795,male,0,45,C
42796,male,0,44,B
42797,male,0,61,C
42798,male,1,41,A
42799,male,0,68,C
42800,female,0,73,A
42801,female,0,61,A
42802,male,0,60,C
42803,male,0,56,A
42804,female,0,76,C
42805,male,0,59,B
42806,female,0,78,B
42807,female,0,44,C
42808,male,0,61,A
42809,male,0,42,B
42810,male,0,66,A
42811,male,0,54,A
42812,female,0,42,B
42813,female,0,50,C
42814,female,0,37,C
42815,male,0,59,C
42816,male,0,63,C
42817,male,0,51,B
42818,female,0,48,C
42819,female,0,60,C
42820,female,0,50,C
42821,female,0,67,C
42822,female,0,60,C
42823,male,0,41,C
42824,male,0,57,A
42825,male,0,48,B
42826,male,0,58,B
42827,male,0,66,C
42828,male,0,54,B
42829,female,0,51,C
42830,male,0,56,A
42831,male,0,77,C
42832,female,0,49,A
42833,male,0,42,B
42834,male,0,69,C
42835,male,0,61,C
42836,female,0,67,C
42837,female,0,58,B
42838,male,0,57,A
42839,female,0,56,B
42840,male,1,50,B
42841,male,0,60,A
42842,male,1,46,A
42843,male,0,65,C
42844,male,0,58,C
42845,female,0,48,C
42846,male,0,63,C
42847,female,0,61,C
42848,female,0,51,C
42849,female,0,48,A
42850,male,0,62,A
42851,female,0,52,C
42852,male,0,51,C
42853,male,0,78,A
42854,male,0,47,A
42855,male,0,58,A
42856,female,0,63,C
42857,male,0,57,C
42858,male,0,55,C
42859,male,1,38,A
42860,female,0,44,C
42861,female,1,47,A
42862,male,0,72,C
42863,male,0,35,B
42864,male,0,65,C
42865,female,0,60,C
42866,male,0,38,C
42867,female,0,40,C
42868,male,0,37,C
42869,male,0,61,A
42870,male,0,46,B
42871,female,0,48,A
42872,male,0,62,A
42873,male,1,33,A
42874,female,0,54,C
42875,male,0,67,C
42876,male,0,66,C
42877,male,0,58,C
42878,male,0,51,C
42879,male,0,31,C
42880,male,0,67,C
42881,male,0,58,C
42882,female,1,54,A
42883,female,0,37,C
42884,male,0,58,B
42885,male,0,73,B
42886,male,0,49,C
42887,male,0,69,C
42888,male,0,45,C
42889,male,0,61,A
42890,female,0,67,A
42891,female,0,36,A
42892,male,0,45,B
42893,male,0,57,C
42894,male,0,65,A
42895,male,0,66,C
42896,male,0,48,A
42897,female,0,70,C
42898,female,0,57,C
42899,female,0,58,B
42900,male,0,57,A
42901,male,1,47,B
42902,female,0,61,A
42903,male,0,61,C
42904,male,0,57,C
42905,male,0,57,A
42906,male,0,68,B
42907,female,0,44,C
42908,male,0,47,C
42909,male,0,59,C
42910,male,0,52,C
42911,male,0,53,C
42912,male,0,46,A
42913,male,0,40,C
42914,male,0,55,B
42915,male,0,40,C
42916,male,0,65,B
42917,male,0,52,B
42918,female,0,64,B
42919,male,0,48,A
42920,female,0,48,C
42921,female,0,60,A
42922,female,0,67,C
42923,male,0,59,C
42924,female,0,58,C
42925,male,0,56,C
42926,male,0,60,C
42927,male,0,72,B
42928,male,0,62,C
42929,male,0,43,A
42930,male,0,39,C
42931,female,0,32,C
42932,female,0,54,B
42933,female,1,47,C
42934,male,0,46,B
42935,male,0,45,A
42936,female,0,63,A
42937,male,0,32,A
42938,female,0,61,C
42939,male,0,66,C
42940,male,0,59,C
42941,male,0,52,C
42942,male,0,45,C
42943,male,0,66,B
42944,female,0,65,C
42945,male,0,58,C
42946,female,0,63,C
42947,female,0,50,B
42948,male,0,68,B
42949,male,0,77,B
42950,male,0,53,C
42951,female,0,71,C
42952,male,0,63,B
